,0,1,2,3,5,6
68,0.0,1.0,1.0,417.541914,75.25026504,237.7053816
69,1.0,1.0,0.0,131.6733396,46.90446467,5.0165468230000005
70,0.0,0.0,0.0,219.3052077,105.47309440000001,160.7007519
71,1.0,0.0,1.0,443.98001389999996,135.5416331,496.436512
72,0.0,0.0,0.0,415.2227691,147.26065930000001,317.36138989999995
73,0.0,1.0,1.0,188.73397769999997,61.83042976,111.105216
74,0.0,1.0,1.0,127.9609459,63.56188461,97.79694445
75,0.0,1.0,1.0,130.7872801,36.01862576,100.1330677
76,1.0,1.0,0.0,52.99376471,87.09785357,-21.60769335
77,0.0,0.0,0.0,463.7130995,48.54875186,334.72615319999994
78,1.0,1.0,0.0,340.5277339,125.1186385,59.73812963
79,0.0,0.0,0.0,48.0289985,82.82940437,44.93517848
80,1.0,1.0,0.0,288.7303198,54.56488024,85.34952704
81,1.0,1.0,0.0,325.9995585,102.7104072,82.37904595
82,1.0,1.0,0.0,174.96969380000002,48.28912611,55.81471853
83,1.0,1.0,0.0,80.67938991,113.4025025,-34.8858966
84,0.0,0.0,0.0,320.47007389999993,132.1438996,235.61124750000002
85,1.0,1.0,0.0,176.51988899999998,130.23065559999998,-11.69047938
86,1.0,0.0,1.0,177.79251299999999,105.85103590000001,266.3200618
87,1.0,0.0,1.0,22.35547948,125.1614544,176.42900830000002
88,0.0,1.0,1.0,26.19246671,52.79566375,63.370344499999995
89,1.0,1.0,0.0,252.0402711,150.062695,9.983875107000001
90,0.0,1.0,1.0,511.4738396000001,57.7671287,262.3807039
91,1.0,0.0,1.0,237.8267536,59.470758200000006,244.0554251
92,1.0,0.0,1.0,259.71654700000005,119.0133854,363.5487201
93,0.0,1.0,1.0,86.45198779,94.16551748,105.8379805
94,1.0,1.0,0.0,276.13503230000003,77.43322037,53.70245655
95,0.0,0.0,0.0,48.87251014,108.14433670000001,71.58868613
96,1.0,0.0,1.0,15.62379531,100.0052382,153.0803725
97,1.0,0.0,1.0,303.2748207,74.8697416,307.23935339999997
98,0.0,0.0,0.0,186.4199272,106.0981397,135.1370647
99,0.0,1.0,1.0,309.87422610000004,129.4969897,206.869483
100,1.0,0.0,1.0,305.28869810000003,33.99728270000001,291.34105389999996
101,1.0,1.0,0.0,81.43400259,95.77237526,-8.3257909
102,0.0,1.0,1.0,4.867659599,125.2796541,74.57459499
103,1.0,1.0,0.0,504.010926,102.0569012,127.19332849999999
104,1.0,0.0,1.0,498.5040874,151.69564219999998,542.3389512
105,1.0,0.0,1.0,2.628081313,105.5273844,136.3486791
106,1.0,0.0,1.0,485.31590669999997,99.49072736,498.696781
107,1.0,0.0,1.0,88.71209095,54.29780705,157.4802
108,0.0,1.0,1.0,317.4497027,71.24827691,162.7366272
109,0.0,0.0,0.0,18.17854658,144.2122612,43.96802127
110,1.0,1.0,0.0,307.25665360000005,108.9223622,43.16508831
111,0.0,1.0,1.0,232.433039,98.41662627,154.42534530000003
112,1.0,1.0,0.0,354.5169525,117.84677959999999,59.35680827
113,1.0,0.0,1.0,47.030674299999994,111.9485811,167.9416237
114,1.0,0.0,1.0,225.4608148,148.6815333,362.49470560000003
115,1.0,1.0,0.0,25.7508922,148.6801934,-59.19189712
116,0.0,1.0,1.0,299.2172405,141.8945763,204.6538543
117,0.0,0.0,0.0,308.24211549999995,143.303428,222.3716997
118,0.0,0.0,0.0,179.3161243,105.70992820000001,165.0748598
119,1.0,1.0,0.0,20.01867202,138.7799605,-69.65955925
120,1.0,0.0,1.0,396.4149437,65.73859523,383.4671556
121,0.0,1.0,1.0,247.11462319999998,67.71719968,146.7188733
122,1.0,0.0,1.0,9.291146032999999,119.9883162,156.16639740000002
123,1.0,1.0,0.0,511.547524,52.72042772,187.8062066
124,0.0,0.0,0.0,32.23390641,100.4665699,58.01327376
125,1.0,0.0,1.0,253.46943969999998,114.27539209999999,316.5102792
126,1.0,1.0,0.0,391.9585283,47.21878686,126.0610186
127,1.0,1.0,0.0,431.2939164,151.45097109999998,96.57199124
128,0.0,1.0,1.0,33.56081826,144.9877104,106.1496392
129,1.0,1.0,0.0,260.16412379999997,96.17089713,58.69331094
130,0.0,0.0,0.0,153.4097039,139.4205456,111.8038163
131,1.0,1.0,0.0,48.66757795,116.66279490000001,-35.63439585
132,1.0,1.0,0.0,40.43042576,118.54224840000002,-46.26919648
133,0.0,0.0,0.0,400.99988210000004,117.4493676,302.0224137
134,0.0,0.0,0.0,295.7262945,61.41264469,245.7342006
135,1.0,1.0,0.0,345.155864,124.63594499999999,34.93887626
136,0.0,1.0,1.0,145.4390194,90.41668528,109.1091107
137,0.0,1.0,1.0,118.63439070000001,32.93623136,66.44340417
138,1.0,1.0,0.0,67.31668158,113.22211899999999,-33.10600411
139,0.0,0.0,0.0,459.2621977,102.3296832,333.21709100000004
140,0.0,1.0,1.0,188.6864751,71.79543396,103.99039090000001
141,1.0,1.0,0.0,222.70023849999998,59.03307765,58.90176796
142,1.0,1.0,0.0,451.41701409999996,50.61478927,139.1915618
143,1.0,1.0,0.0,346.3590596,145.4761016,72.5932917
144,1.0,0.0,1.0,64.49445099,122.43849579999998,199.5696239
145,0.0,0.0,0.0,445.4705512,117.2325508,339.6327812
146,0.0,1.0,1.0,155.8936722,44.83425408,83.6629709
147,0.0,1.0,1.0,444.03100610000007,57.97846492,206.48789119999998
148,0.0,0.0,0.0,131.1725436,37.714949299999994,104.2930352
149,1.0,0.0,1.0,453.39735139999993,89.28882869,446.6053665
150,0.0,1.0,1.0,210.90964989999998,29.35218206,114.8355097
151,0.0,1.0,1.0,374.5133139,34.73319456,173.0578216
152,0.0,1.0,1.0,362.1368307,149.8702369,233.598326
153,0.0,0.0,0.0,366.0277617,89.8787442,286.3346832
154,0.0,1.0,1.0,308.3718613,51.01191005,163.5312508
155,1.0,1.0,0.0,95.30740376,140.3466318,-25.88900596
156,1.0,0.0,1.0,221.05152059999998,64.09058189,251.4801404
157,0.0,1.0,1.0,47.11013553,105.1667654,69.413779
158,0.0,1.0,1.0,191.34574130000001,69.92983516,122.2467223
159,1.0,1.0,0.0,69.86977246,80.07363719,-36.18145675
160,1.0,1.0,0.0,444.11929230000004,73.25539001,152.95235780000002
161,1.0,1.0,0.0,461.8759033,97.51093495,135.2885281
162,1.0,0.0,1.0,88.40446638,140.2431256,259.6906947
163,1.0,1.0,0.0,311.3831265,125.34225330000001,27.38608727
164,1.0,0.0,1.0,312.45266289999995,134.7657899,392.3525437
165,0.0,0.0,0.0,457.6389182,59.01714962,353.052943
166,1.0,0.0,1.0,233.89819419999998,135.2171795,333.4519319
167,1.0,0.0,1.0,171.6546573,63.57085632,216.31699210000002
168,0.0,1.0,1.0,343.7070915,119.7320847,201.9293719
169,0.0,1.0,1.0,342.2150272,72.39196487,177.917775
170,0.0,1.0,1.0,270.51400970000003,129.6517352,183.9497486
171,0.0,1.0,1.0,165.4617476,79.82601246,98.91782388
172,1.0,1.0,0.0,382.7136824,114.7577738,57.32347809
173,1.0,1.0,0.0,256.6293639,123.494064,49.46419661
174,1.0,0.0,1.0,449.30518190000004,103.38702679999999,463.8529597
175,0.0,1.0,1.0,418.19579300000004,74.13570902,203.14031880000002
176,1.0,1.0,0.0,143.55892690000002,60.91936998,38.5837869
177,0.0,1.0,1.0,378.6675286,130.7372648,232.17407880000002
178,0.0,1.0,1.0,255.6022932,38.81679139,125.5694019
179,0.0,0.0,0.0,479.1673067,148.19637419999998,371.8444128
180,0.0,1.0,1.0,284.2821051,47.53295087,153.5733917
181,1.0,0.0,1.0,484.1611156,47.38738368,417.79805669999996
182,1.0,0.0,1.0,188.2252719,123.8325332,298.413606
183,1.0,0.0,1.0,187.2832264,116.27042949999999,299.0000501
184,0.0,1.0,1.0,259.6998491,80.22075585,157.06141609999997
185,1.0,1.0,0.0,148.34811530000002,118.78131299999998,-5.32480406
186,0.0,1.0,1.0,508.40736960000004,106.4502039,242.8211608
187,1.0,1.0,0.0,223.5976102,57.67535763,64.87402576
188,0.0,0.0,0.0,183.11705590000003,112.832209,155.1188375
189,0.0,1.0,1.0,71.08848705,108.6926871,93.56259073
190,0.0,0.0,0.0,344.6702755,112.40392109999999,268.24533030000003
191,1.0,0.0,1.0,93.94597127,133.56157520000002,227.24305440000003
192,1.0,1.0,0.0,99.58655855,30.71707916,29.92222314
193,0.0,1.0,1.0,420.6838852,53.72370809,212.14502400000003
194,0.0,0.0,0.0,176.4316369,114.9448731,140.9250277
195,1.0,1.0,0.0,51.45351369,149.1949584,-49.84594773
196,0.0,0.0,0.0,427.7071044,92.48358644,332.99805960000003
197,0.0,1.0,1.0,328.9802043,138.53595159999998,187.12813280000003
198,0.0,1.0,1.0,424.54162189999994,93.43907857,217.7541526
199,1.0,1.0,0.0,315.0633547,78.09886159,83.94410036
200,1.0,0.0,1.0,446.87564580000003,68.44079107,420.7279356000001
201,1.0,1.0,0.0,173.7124121,45.17021558,43.39739441
202,0.0,0.0,0.0,245.7272188,30.035963300000002,186.8454846
203,1.0,0.0,1.0,322.84378369999996,82.65901478,348.2164976
204,1.0,1.0,0.0,408.5077387,38.72714767,155.791833
205,1.0,1.0,0.0,190.2143618,126.39088290000001,6.225787004
206,1.0,0.0,1.0,78.54617233,87.94191388,191.6679012
207,1.0,1.0,0.0,7.244276821000001,69.56110494,-25.73092409
208,0.0,0.0,0.0,218.68301659999997,125.3475481,160.95437130000002
209,0.0,1.0,1.0,313.7233005,139.0320534,203.6931465
210,0.0,0.0,0.0,371.8155084,39.17623907,286.406515
211,1.0,1.0,0.0,366.2209345,62.4835412,117.36874979999999
212,0.0,1.0,1.0,27.32003646,57.34745107,46.53369208
213,1.0,0.0,1.0,140.8192216,49.98528841,170.34387519999999
214,0.0,0.0,0.0,471.4729859,132.96800770000002,368.18980469999997
215,1.0,1.0,0.0,489.79490630000004,95.91989428,138.1264073
216,1.0,1.0,0.0,163.0215022,122.8568915,-13.79793419
217,1.0,1.0,0.0,288.1794702,136.9425205,48.59598666
218,1.0,1.0,0.0,10.80666777,69.12814623,-16.96689153
219,0.0,0.0,0.0,2.567259408,120.74250649999999,24.168698100000004
220,1.0,0.0,1.0,366.23453839999996,99.3288022,375.98256089999995
221,0.0,1.0,1.0,376.5368773,45.37554719,205.624778
222,1.0,1.0,0.0,509.0000159,98.21210941,136.0058521
223,0.0,0.0,0.0,166.4869602,84.06160286,124.21652990000001
224,1.0,1.0,0.0,314.5092755,142.36557,22.83602367
225,0.0,1.0,1.0,468.6558488,100.6159338,220.8187337
226,1.0,0.0,1.0,384.78848339999996,134.7707321,448.5909034
227,0.0,1.0,1.0,307.89121889999996,71.08716686,143.7957239
228,0.0,1.0,1.0,113.15649740000002,147.197882,151.7734279
229,0.0,1.0,1.0,334.9982923,58.11021627,156.2266073
230,0.0,1.0,1.0,305.0954834,97.6050123,167.6682599
231,0.0,1.0,1.0,466.7756358,29.25029496,223.75957000000002
232,0.0,0.0,0.0,323.2149541,92.37008703,228.3417318
233,1.0,1.0,0.0,442.57719689999993,51.89739964,166.2193215
234,0.0,0.0,0.0,151.8346626,129.8539501,136.415584
235,1.0,1.0,0.0,344.89169580000004,125.2464811,77.14942085
236,1.0,0.0,1.0,314.4308792,76.40284,319.8009642
237,1.0,1.0,0.0,196.4027517,132.5017735,-5.681804776
238,1.0,1.0,0.0,291.1035717,143.5376911,28.83592234
239,0.0,0.0,0.0,333.5406671,78.91534313,256.4882403
240,0.0,1.0,1.0,81.93098108,72.00679246,93.9015618
241,0.0,1.0,1.0,145.7581966,92.88714770000001,119.9284523
242,0.0,1.0,1.0,238.2265679,58.07164195,133.7851546
243,1.0,0.0,1.0,228.96305780000003,68.7152808,267.0412858
244,1.0,0.0,1.0,477.6501836,119.7980847,508.7405123
245,0.0,0.0,0.0,275.7316919,86.30616898,229.69524950000002
246,1.0,0.0,1.0,217.9852643,59.58605761,246.95314359999998
247,1.0,0.0,1.0,55.14430744,79.94471259999999,159.3323009
248,0.0,0.0,0.0,193.7240104,99.32241793,149.17926730000002
249,1.0,1.0,0.0,200.8681451,51.40618179,65.78306023
250,1.0,0.0,1.0,491.3490201,65.97534357,439.4057362
251,1.0,0.0,1.0,405.810315,52.2242034,380.6133702
252,0.0,1.0,1.0,59.68130416,63.48605436,77.32681399
253,0.0,1.0,1.0,157.1174072,38.01349239,110.63454399999999
254,0.0,0.0,0.0,37.23005641,146.27124809999998,46.96969293
255,1.0,1.0,0.0,474.9588197,136.4641869,122.9408294
256,0.0,0.0,0.0,294.82712089999995,123.7066848,240.1909224
257,0.0,0.0,0.0,203.2391019,101.6217919,180.2503523
258,1.0,1.0,0.0,189.1382259,137.80345219999998,-2.965262145
259,0.0,1.0,1.0,329.55859469999996,43.17670569,144.858045
260,1.0,1.0,0.0,214.67164869999996,61.25024601,67.28107569
261,1.0,1.0,0.0,287.0446389,65.17666417,67.96231971
262,1.0,0.0,1.0,277.34768260000004,50.87096834,263.6819769
263,1.0,0.0,1.0,210.7237714,72.87970646,255.3380509
264,1.0,0.0,1.0,447.1644056,91.58890013,448.6634978
265,0.0,0.0,0.0,413.7442023,145.808731,301.27335689999995
266,1.0,0.0,1.0,365.34265510000006,147.0010799,463.3665799
267,0.0,0.0,0.0,453.5993694,57.26496919,346.6618057
268,0.0,1.0,1.0,234.20977779999998,148.68258980000002,151.5753315
269,1.0,0.0,1.0,407.82340239999996,42.10279607,352.93938760000003
270,1.0,1.0,0.0,178.43335109999998,31.57977959,45.5759964
271,1.0,0.0,1.0,403.1330409,31.26000416,324.82005089999996
272,1.0,1.0,0.0,79.65815979999999,92.49718698,-14.49071405
273,0.0,1.0,1.0,150.0743558,88.30673046,129.5389095
274,0.0,1.0,1.0,452.90024960000005,45.86821743,201.064245
275,0.0,1.0,1.0,499.827091,115.8770514,277.8301224
276,1.0,0.0,1.0,423.18491320000004,120.02830870000001,473.9447481000001
277,1.0,1.0,0.0,472.42727479999996,88.86441059,118.12624890000001
278,0.0,1.0,1.0,338.19169289999996,109.0390747,194.89514530000002
279,1.0,1.0,0.0,330.6771628,65.24322571,104.74789179999999
280,1.0,0.0,1.0,177.10229280000001,142.28279740000002,300.6834039
281,0.0,1.0,1.0,219.18095469999997,65.57666431,132.71555370000002
282,1.0,0.0,1.0,16.72381863,37.30982085,95.63046422
283,0.0,1.0,1.0,281.41134950000003,37.433820700000005,146.31234540000003
284,1.0,1.0,0.0,291.0366303,140.8167392,41.10139643
285,1.0,1.0,0.0,31.25961157,108.37379709999999,-29.14174329
286,1.0,0.0,1.0,291.0253943,96.3125355,338.0249079
287,0.0,1.0,1.0,283.6975842,64.40883602,150.7846314
288,1.0,0.0,1.0,335.9756824,63.75438938,336.7002835
289,1.0,0.0,1.0,65.32861281,45.98721191,108.81347360000001
290,1.0,0.0,1.0,337.5051269,109.8843105,393.2905832
291,0.0,0.0,0.0,108.18512240000001,101.3275873,95.04117441
292,1.0,1.0,0.0,138.5296534,38.49024936,49.14116736
293,1.0,0.0,1.0,7.820798822,40.11932618,61.99359136
294,1.0,0.0,1.0,32.25379738,33.01909893,73.95581003
295,0.0,1.0,1.0,46.74187602,99.24798609,87.03609001
296,0.0,0.0,0.0,381.15074460000005,68.60591840000001,282.3406823
297,1.0,0.0,1.0,247.8561895,73.40529685,301.01444039999996
298,0.0,1.0,1.0,73.27535726,82.42291750000001,81.72076243
299,1.0,0.0,1.0,506.0845051,134.05176129999998,543.8168222
300,0.0,0.0,0.0,372.9746703,85.88667143,290.97400960000004
301,0.0,1.0,1.0,86.39016606,96.53964741,97.98060886
302,0.0,0.0,0.0,439.2545228,150.10201669999998,317.4001252
303,0.0,1.0,1.0,202.5038622,89.75601957,144.1789327
304,0.0,0.0,0.0,409.9522097,144.8605767,310.6730682
305,1.0,0.0,1.0,473.46792999999997,61.11939027,418.5889729
306,1.0,0.0,1.0,143.58543999999998,127.3516912,288.43260449999997
307,0.0,0.0,0.0,194.8849122,117.36360970000001,168.1891955
308,1.0,1.0,0.0,347.55289730000004,51.92760738,100.31592579999999
309,0.0,0.0,0.0,481.85641880000003,70.44411161,346.0802897
310,0.0,1.0,1.0,285.1380682,121.49604550000001,196.1195793
311,0.0,0.0,0.0,156.6873593,60.71326426,122.39858770000001
312,0.0,1.0,1.0,227.44325980000002,82.15227256,142.1229825
313,0.0,0.0,0.0,186.55429619999998,100.2980412,145.18980119999998
314,1.0,0.0,1.0,187.3212105,128.6715238,318.6913284
315,1.0,1.0,0.0,41.53792448,63.32873558,-26.19328793
316,0.0,1.0,1.0,287.4936415,54.52494415,158.4838301
317,0.0,0.0,0.0,189.17294209999997,81.80228199,140.6935566
318,0.0,1.0,1.0,328.738928,105.2219258,177.0728325
319,1.0,1.0,0.0,47.93795082,48.37542692,0.9376323459999999
320,0.0,1.0,1.0,417.34311329999997,134.1307227,253.59996189999998
321,0.0,0.0,0.0,439.1341471,117.0313295,315.1649378
322,1.0,0.0,1.0,181.22144630000003,73.7092522,239.7850858
323,1.0,1.0,0.0,25.63265038,32.82677837,-17.72234678
324,1.0,1.0,0.0,391.729079,111.304584,102.0216937
325,0.0,0.0,0.0,384.73463799999996,119.1848934,286.10837460000005
326,1.0,0.0,1.0,250.6174589,63.92638357,260.4098437
327,0.0,1.0,1.0,189.9932013,38.0223198,82.15178655
328,1.0,1.0,0.0,397.1996472,108.060197,109.6353189
329,0.0,1.0,1.0,86.31138527,120.52404009999998,90.51477969
330,0.0,1.0,1.0,31.4038477,39.5111777,34.94436084
331,1.0,0.0,1.0,28.53308052,128.2972816,205.1210579
332,0.0,1.0,1.0,382.2783,87.57345053,192.1513167
333,0.0,0.0,0.0,253.3208285,122.5218321,193.4483188
334,1.0,1.0,0.0,420.26102860000003,132.8254797,81.33860949
335,0.0,0.0,0.0,426.8909138,57.87383124,305.0222815
336,0.0,0.0,0.0,267.1562191,65.36395741,189.4677227
337,0.0,1.0,1.0,79.75073443,70.46540202,83.31900943
338,0.0,0.0,0.0,241.57174269999996,91.05805084,184.0257315
339,0.0,0.0,0.0,127.5106983,89.44955155,91.99233278
340,0.0,1.0,1.0,302.42371360000004,130.6719777,205.2529299
341,0.0,0.0,0.0,328.93671560000007,137.3085145,257.73834109999996
342,0.0,0.0,0.0,314.0704841,35.00724335,230.50007030000003
343,0.0,1.0,1.0,39.2238633,136.2280285,87.95842779
344,1.0,1.0,0.0,476.21107120000005,46.81130603,159.26213169999997
345,1.0,0.0,1.0,188.6734046,147.8693486,343.8156755
346,0.0,0.0,0.0,422.5431376,120.28818009999999,299.5679276
347,1.0,0.0,1.0,165.39981310000002,138.3656967,290.09986139999995
348,0.0,0.0,0.0,163.0376129,89.93458685,115.06870190000001
349,0.0,1.0,1.0,0.565754919,108.5167601,67.7376337
350,0.0,0.0,0.0,447.93927249999996,148.3564833,329.5609164
351,0.0,0.0,0.0,355.299116,33.92907629,264.18386969999995
352,0.0,0.0,0.0,192.50651530000002,36.45919687,160.6309011
353,0.0,0.0,0.0,85.65196831,37.61104102,96.02430227
354,1.0,1.0,0.0,38.32351524,45.44969437,4.084087651
355,1.0,1.0,0.0,176.1552843,56.80977097,31.71524311
356,0.0,0.0,0.0,303.3361632,50.93292071,250.15064819999998
357,1.0,1.0,0.0,262.5697145,144.1711102,20.49684414
358,0.0,1.0,1.0,103.7868922,60.84235515,99.53104713
359,1.0,1.0,0.0,406.991393,47.65691984,163.05513019999998
360,1.0,1.0,0.0,350.0037586,113.8349304,98.62750543
361,0.0,1.0,1.0,183.3617355,115.0532628,149.0569357
362,1.0,0.0,1.0,376.0501149,84.24408818,401.1275002
363,1.0,0.0,1.0,178.25860690000002,64.56694689,212.649656
364,1.0,0.0,1.0,76.55792554,142.3328239,230.53962230000002
365,1.0,1.0,0.0,105.03289290000001,96.128743,-6.040112206
366,0.0,0.0,0.0,49.5439656,147.871236,61.884215000000005
367,1.0,1.0,0.0,44.41968707,88.06766506,-17.31805009
368,0.0,0.0,0.0,482.7931739,142.4558492,370.5650228
369,0.0,1.0,1.0,373.1363216,80.18535997,206.8625941
370,0.0,1.0,1.0,301.4224349,67.0296348,165.8514479
371,0.0,0.0,0.0,120.1949158,59.94401999,98.85082566
372,1.0,0.0,1.0,387.0383726,140.43382590000002,460.2157322
373,1.0,0.0,1.0,390.9504605,81.1603392,374.03143880000005
374,1.0,0.0,1.0,292.69478710000004,145.61364880000002,402.7725943
375,0.0,0.0,0.0,397.17497760000003,113.5493165,311.41813360000003
376,1.0,1.0,0.0,417.09567539999995,128.0905166,89.11411958
377,1.0,0.0,1.0,413.7272385,89.90385103,434.1018602
378,0.0,1.0,1.0,155.8271303,84.49397779,103.9710819
379,1.0,1.0,0.0,297.7443271,44.79317233,85.19025698
380,0.0,0.0,0.0,283.57786980000003,38.02536678,211.15071719999997
381,0.0,1.0,1.0,337.83518530000003,150.52871869999998,233.93744959999998
382,0.0,0.0,0.0,225.09794530000002,89.83113488,190.84871
383,0.0,0.0,0.0,511.2416533,80.7539417,357.97664019999996
384,0.0,0.0,0.0,383.80675299999996,88.5883584,289.3544825
385,1.0,0.0,1.0,347.1602572,58.10779124,318.9661633
386,0.0,0.0,0.0,292.20446880000003,36.96374504,222.0173567
387,1.0,1.0,0.0,274.2539635,111.74303909999998,65.43968702
388,0.0,0.0,0.0,252.58152900000002,38.43868604,195.50262949999998
389,0.0,0.0,0.0,148.027047,139.90410730000002,106.67622490000001
390,0.0,1.0,1.0,460.0182598,102.396681,271.41013730000003
391,0.0,1.0,1.0,204.9543372,106.8945586,141.8359784
392,1.0,1.0,0.0,193.89005869999997,56.87040858,46.66458745
393,0.0,0.0,0.0,432.7704375,136.912285,303.6418405
394,0.0,0.0,0.0,173.3521399,119.54367450000001,151.5736959
395,0.0,0.0,0.0,332.73348219999997,61.47009247,236.5437526
396,1.0,0.0,1.0,314.41198430000003,120.26249779999999,384.2696062
397,0.0,1.0,1.0,84.35865337,80.66030621,83.03476352
398,1.0,1.0,0.0,277.7446339,113.65382759999999,18.44442634
399,1.0,0.0,1.0,197.6238775,114.5217229,312.41878169999995
400,1.0,0.0,1.0,369.1018986,41.14670984,312.5546642
401,0.0,0.0,0.0,452.73323150000004,103.7416684,323.8350985
402,0.0,0.0,0.0,235.46221400000002,133.140398,202.2732095
403,1.0,1.0,0.0,97.02521281,30.91844242,38.15795202
404,0.0,0.0,0.0,378.03354889999997,89.69416341,283.23150069999997
405,0.0,0.0,0.0,90.59079903,96.18158129,66.87046802
406,0.0,0.0,0.0,326.2488292,48.71740943,230.4214963
407,0.0,0.0,0.0,205.2907023,97.48805127,164.99854950000002
408,1.0,0.0,1.0,50.71144735,50.08722635,108.63994170000001
409,1.0,0.0,1.0,27.52754138,136.32383480000001,208.6374948
410,1.0,1.0,0.0,463.1895432,102.8870422,121.8684261
411,1.0,0.0,1.0,379.2010709,62.49483965,374.77297630000004
412,0.0,1.0,1.0,406.7775458,131.53566899999998,254.93963680000002
413,0.0,1.0,1.0,485.2910487,122.7653317,264.99116269999996
414,1.0,0.0,1.0,497.5296587,126.0445805,524.2947465
415,0.0,1.0,1.0,91.10264573,139.85438330000002,113.5418726
416,0.0,0.0,0.0,7.262297202999999,71.52176578,37.43194538
417,1.0,1.0,0.0,162.46388480000002,125.7606469,-9.147936641
